Age,Constituency Name,District Name,Family ID,Father/Husband Name,Winning Candidate,Name,Party,Pc Name,Political Role,Relation,State,State Name,Type,UID,UID (PC all relatives.csv),if dynasty,Year,Years Held,Electors,Margin,Margin %,No,Turnout,Votes,States
,,,,,Jasvantsinh Sumanbhai Bhabhor,,Bharatiya Janta Party,Dahod,,,Gujarat,,ST,GJ2014PC19,,0,2014,,1411765,230354,0.256,19,0.638,900381,Gujarat
,,,,,Nalin Kumar Kateel,,Bharatiya Janta Party,Dakshina Kannada,,,Karnataka,,GEN,KA2014PC17,,0,2014,,1565281,143709,0.119,17,0.771,1207474,Karnataka
,Unknown,Unknown,196,,Patel Lalubhai Babubhai,Babubhai G. Patel,Bharatiya Janta Party,Daman And Diu,None publicly documented,Father,Daman & Diu,Unknown,GEN,DD2014PC01,DD2014PC01,1,2014,Unknown,111827,9222,0.106,1,0.78,87233,Daman & Diu
,Narsinghpur,Narsinghpur,198,,Prahalad Singh Patel,Jalam Singh Patel,Bharatiya Janta Party,Damoh,Member of Madhya Pradesh Legislative Assembly,Brother,Madhya Pradesh [2000 Onwards],Madhya Pradesh,GEN,MP2014PC07,MP2014PC07,1,2014,"2018-2023, 2023 onwards",1651106,213299,0.234,7,0.552,912080,Madhya Pradesh
,Bhagalpur,Bhagalpur,199,,Kirti Azad,Bhagwat Jha Azad,Bharatiya Janta Party,Darbhanga,"Chief Minister of Bihar; Member of Parliament, Lok Sabha (multiple terms, Bhagalpur)",Father,Bihar [2000 Onwards],Bihar,GEN,BR2014PC14,BR2014PC14,1,2014,"Chief Minister (1988-1989), Lok Sabha MP (1957–1996)",1495446,35043,0.042,14,0.554,828342,Bihar
,,,,,S.S.Ahluwalia,,Bharatiya Janta Party,Darjeeling,,,West Bengal,,GEN,WB2014PC04,,0,2014,,1437126,197239,0.173,4,0.795,1142009,West Bengal
,Dausa,Dausa,202,,Harish Chandra Meena,Namo Narain Meena,Bharatiya Janta Party,Dausa,Member of Parliament (Lok Sabha); Union Minister of State for Finance,Brother,Rajasthan,Rajasthan,ST,RJ2014PC11,RJ2014PC11,1,2014,"2004–2014 (MP, Dausa); Minister of State for Finance (2009–2014)",1524095,45404,0.049,11,0.611,930492,Rajasthan
,Davanagere,Davanagere,203,,G M Siddeshwara,G. Mallikarjunappa,Bharatiya Janta Party,Davanagere,Member of Parliament (Lok Sabha),Father,Karnataka,Karnataka,GEN,KA2014PC13,KA2014PC13,1,2014,"1996-1998, 1999-2003",1522712,17607,0.016,13,0.732,1114868,Karnataka
,,,,,Kalraj Mishra,,Bharatiya Janta Party,Deoria,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC66,,0,2014,,1806926,265386,0.273,66,0.538,971557,Uttar Pradesh
,,,,,Manohar Untwal,,Bharatiya Janta Party,Dewas,,,Madhya Pradesh [2000 Onwards],,SC,MP2014PC21,,0,2014,,1617215,260313,0.228,21,0.707,1143968,Madhya Pradesh
,,,,,Pashupati Nath Singh,,Bharatiya Janta Party,Dhanbad,,,Jharkhand,,GEN,JH2014PC07,,0,2014,,1889994,292954,0.256,7,0.605,1143902,Jharkhand
,,,,,Savitri Thakur,,Bharatiya Janta Party,Dhar,,,Madhya Pradesh [2000 Onwards],,ST,MP2014PC25,,0,2014,,1668441,104328,0.097,25,0.645,1076816,Madhya Pradesh
,,"Villupuram (Residence/party base, not an elected constituency)",208,,Anbumani Ramadoss,S. Ramadoss,Pattali Makkal Katchi,Dharmapuri,"Founder and President, Pattali Makkal Katchi (PMK); Former Member of Parliament (Rajya Sabha)",Father,Tamil Nadu,Tamil Nadu,GEN,TN2014PC10,TN2014PC10,1,2014,"1989-present, various terms",1358273,77146,0.07,10,0.811,1101345,Tamil Nadu
,,,,,Pralhad Joshi,,Bharatiya Janta Party,Dharwad,,,Karnataka,,GEN,KA2014PC11,,0,2014,,1579024,113657,0.109,11,0.659,1041226,Karnataka
,Dhaurahra,Lakhimpur Kheri,213,,Rekha,Arun Kumar Verma,Bharatiya Janta Party,Dhaurahra,Prominent young leader of Dhaurahra Lok Sabha constituency; not an elected office but recognized political influence,Spouse,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC29,UP2014PC29,1,2014,Until 2013 (deceased),1558039,125675,0.119,29,0.681,1060271,Uttar Pradesh
,"Dhenkanal (Lok Sabha), Assembly seats (various)",Dhenkanal,215,,Tathagata Satpathy,Nandini Satpathy,Biju Janata Dal,Dhenkanal,"Chief Minister of Odisha, Lok Sabha MP",Mother,Orissa,Odisha,GEN,OR2014PC09,OR2014PC09,1,2014,"CM: 1972–1976, MP: 1962–1967, 1980–1989",1363467,137340,0.132,9,0.764,1042101,Orissa
,"Barpeta (MP), Jamunamukh (MLA)","Barpeta (MP), Hojai (MLA)",218,,Badruddin Ajmal,Sirajuddin Ajmal,All India United Democratic Front,Dhubri,"Member of Parliament, Lok Sabha; Member of Assam Legislative Assembly",Brother,Assam,Assam,GEN,AS2014PC04,AS2014PC04,1,2014,"MP: 2014-2019 (Barpeta); MLA: 2006-2014, 2021-present (Jamunamukh)",1552554,229730,0.168,4,0.882,1369624,Assam
,Sakri Vidhan Sabha,Dhule,220,,Dr. Bhamre Subhash Ramrao,Gojarbai Ramrao Bhamre,Bharatiya Janta Party,Dhule,"MLA, Indian National Congress",Mother,Maharashtra,Maharashtra,GEN,MH2014PC02,MH2014PC02,1,2014,1972,1674469,130723,0.133,2,0.587,983083,Maharashtra
,Bhabanipur (current MLA); previously Kolkata Dakshin (MP),Kolkata,221,,Abhishek Banerjee,Mamata Banerjee,All India Trinamool Congress,Diamond Harbour,"Chief Minister of West Bengal, Member of Parliament (Lok Sabha) for Kolkata Dakshin (1991–2011), MLA Bhabanipur",Aunt,West Bengal,West Bengal,GEN,WB2014PC21,WB2014PC21,1,2014,"Chief Minister (2011–present), MP (1991–2011), MLA (2011–present)",1555914,71298,0.057,21,0.811,1261296,West Bengal
,,,,,Rameswar Teli,,Bharatiya Janta Party,Dibrugarh,,,Assam,,GEN,AS2014PC13,,0,2014,,1124305,185347,0.208,13,0.793,890968,Assam
,,,,,Udhaya Kumar .M,,All India Anna Dravida Munnetra Kazhagam,Dindigul,,,Tamil Nadu,,GEN,TN2014PC22,,0,2014,,1400531,127845,0.118,22,0.774,1083364,Tamil Nadu
,,,,,Chavan Harishchandra Deoram,,Bharatiya Janta Party,Dindori,,,Maharashtra,,ST,MH2014PC20,,0,2014,,1530139,247619,0.255,20,0.634,970182,Maharashtra
,,,,,Jagdambika Pal,,Bharatiya Janta Party,Domariyaganj,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC60,,0,2014,,1761415,103588,0.111,60,0.531,935027,Uttar Pradesh
,Not applicable (Governor is not elected from a constituency),Tripura/Meghalaya (for Governor roles),226,,Saugata Roy,Tathagata Roy,All India Trinamool Congress,Dum Dum,"Governor of Tripura, Governor of Meghalaya, Former BJP leader",Brother,West Bengal,"Tripura, Meghalaya",GEN,WB2014PC16,WB2014PC16,1,2014,"2015–2020 (Governor roles), BJP roles: Various, periods including before and after gubernatorial terms",1405981,154934,0.137,16,0.806,1132644,West Bengal
,,,,,Shibu Soren,,Jharkhand Mukti Morcha,Dumka,,,Jharkhand,,ST,JH2014PC02,,0,2014,,1247155,39030,0.043,2,0.724,903060,Jharkhand
,,,,,Tamradhwaj Sahu,,Indian National Congress,Durg,,,Chhattisgarh,,GEN,CG2014PC07,,0,2014,,1855781,16848,0.013,7,0.678,1258342,Chhattisgarh
,,,,,Maheish Girri,,Bharatiya Janta Party,East Delhi,,,Delhi [1977 Onwards],,GEN,DL2014PC03,,0,2014,,1829578,190463,0.159,3,0.654,1196336,Delhi
,,,,,Maganti Venkateswara Rao (BABU),,Telugu Desam,Eluru,,,Andhra Pradesh [2014 Onwards],,GEN,AP2014PC27,,0,2014,,1427760,101926,0.085,27,0.842,1201696,Andhra Pradesh
,,,,,Prof. K.V. Thomas,,Indian National Congress,Ernakulam,,,Kerala,,GEN,KL2014PC12,,0,2014,,1156467,87047,0.102,12,0.736,850834,Kerala
,,,,,Selvakumara Chinnayan S,,All India Anna Dravida Munnetra Kazhagam,Erode,,,Tamil Nadu,,GEN,TN2014PC17,,0,2014,,1321395,211563,0.21,17,0.763,1008582,Tamil Nadu
,"Atrauli, Kasganj, Etah (multiple); Lok Sabha from Etah; Governor of Rajasthan (no constituency)","Aligarh, Etah",238,,Rajveer Singh (RAJU BHAIYA),Kalyan Singh,Bharatiya Janta Party,Etah,"Chief Minister of Uttar Pradesh, Governor of Rajasthan, Member of Parliament (Lok Sabha), Member of Legislative Assembly (Uttar Pradesh)",Father,Uttar Pradesh [2000 Onwards],"Uttar Pradesh, Rajasthan",GEN,UP2014PC22,UP2014PC22,1,2014,"Multiple terms: MLA (1967–2017), MP Lok Sabha (2009–2014), Chief Minister (1991-1992, 1997-1999), Governor (2014–2019)",1577457,201001,0.217,22,0.587,926281,Uttar Pradesh
,,,,,Ashok Kumar Doharey,,Bharatiya Janta Party,Etawah,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC41,,0,2014,,1707237,172946,0.184,41,0.55,939604,Uttar Pradesh
,,,,,Lallu Singh,,Bharatiya Janta Party,Faizabad,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC54,,0,2014,,1738701,282775,0.276,54,0.588,1022716,Uttar Pradesh
,,,,,Krishan Pal,,Bharatiya Janta Party,Faridabad,,,Haryana,,GEN,HR2014PC10,,0,2014,,1740352,466873,0.413,10,0.65,1130726,Haryana
,,,,,Prof. Sadhu Singh,,Aam Aadmi Party,Faridkot,,,Punjab,,SC,PB2014PC09,,0,2014,,1455075,172516,0.167,9,0.709,1032107,Punjab
,,,,,Mukesh Rajput,,Bharatiya Janta Party,Farrukhabad,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC40,,0,2014,,1613781,150502,0.155,40,0.602,970677,Uttar Pradesh
,Unknown,Unknown,246,,Harinder Singh Khalsa,Gopal Singh Khalsa,Aam Aadmi Party,Fatehgarh Sahib,"Chief Parliament Secretary of Punjab Assembly (1937), Member of Punjab Legislative Assembly, Leader of Opposition",Father,Punjab,Punjab,SC,PB2014PC08,PB2014PC08,1,2014,"1937, 1952–Unknown",1396957,54144,0.053,8,0.738,1030954,Punjab
,,,,,Niranjan Jyoti,,Bharatiya Janta Party,Fatehpur,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC49,,0,2014,,1804777,187206,0.177,49,0.586,1056688,Uttar Pradesh
,,,,,Babulal,,Bharatiya Janta Party,Fatehpur Sikri,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC19,,0,2014,,1580582,173106,0.179,19,0.612,967968,Uttar Pradesh
,,,,,Sher Singh Ghubaya,,Shiromani Akali Dal,Ferozpur,,,Punjab,,GEN,PB2014PC10,,0,2014,,1522111,31420,0.028,10,0.726,1105412,Punjab
,"Sambhal (Lok Sabha, past); Rajya Sabha (multiple terms)",Sambhal,250,,Akshay Yadav,Ram Gopal Yadav,Samajwadi Party,Firozabad,"Member of Parliament (Rajya Sabha & Lok Sabha), General Secretary of Samajwadi Party",Father,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC20,UP2014PC20,1,2014,1992–present (various terms),1636738,114059,0.103,20,0.675,1104606,Uttar Pradesh
,,,,,Ashok Mahadeorao Nete,,Bharatiya Janta Party,Gadchiroli-Chimur,,,Maharashtra,,ST,MH2014PC12,,0,2014,,1469767,236870,0.231,12,0.699,1027129,Maharashtra
,,,,,L.K.Advani,,Bharatiya Janta Party,Gandhinagar,,,Gujarat,,GEN,GJ2014PC06,,0,2014,,1733972,483121,0.425,6,0.655,1135495,Gujarat
,Ganganagar,Ganganagar,258,,Nihalchand,Bega Ram Chauhan,Bharatiya Janta Party,Ganganagar,Member of Parliament (Lok Sabha),Father,Rajasthan,Rajasthan,SC,RJ2014PC01,RJ2014PC01,1,2014,Unknown (two terms; specific years not publicly available),1718421,291741,0.232,1,0.731,1256806,Rajasthan
,,,,,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),,Bharatiya Janta Party,Garhwal,,,Uttarakhand,,GEN,UK2014PC02,,0,2014,,1269083,184526,0.271,2,0.537,682024,Uttarakhand
,,,,,Bijoya Chakravarty,,Bharatiya Janta Party,Gauhati,,,Assam,,GEN,AS2014PC07,,0,2014,,1922270,315784,0.209,7,0.786,1511729,Assam
,,,,,Dr.Mahesh Sharma,,Bharatiya Janta Party,Gautam Buddh Nagar,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC13,,0,2014,,1986117,280212,0.234,13,0.604,1199238,Uttar Pradesh
,,,,,Hari Manjhi,,Bharatiya Janta Party,Gaya,,,Bihar [2000 Onwards],,SC,BR2014PC38,,0,2014,,1500751,115504,0.143,38,0.539,809378,Bihar
,,,,,Adhikari Deepak (DEV),,All India Trinamool Congress,Ghatal,,,West Bengal,,GEN,WB2014PC32,,0,2014,,1610489,260891,0.191,32,0.849,1366709,West Bengal
,,,,,Vijay Kumar Singh,,Bharatiya Janta Party,Ghaziabad,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC12,,0,2014,,2357546,567260,0.423,12,0.569,1342320,Uttar Pradesh
,,,,,Manoj Sinha,,Bharatiya Janta Party,Ghazipur,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC75,,0,2014,,1801519,32452,0.033,75,0.548,986673,Uttar Pradesh
,,,,,Harinarayan Rajbhar,,Bharatiya Janta Party,Ghosi,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC70,,0,2014,,1891113,146015,0.14,70,0.55,1039656,Uttar Pradesh
,,,,,Ravindra Kumar Pandey,,Bharatiya Janta Party,Giridih,,,Jharkhand,,GEN,JH2014PC06,,0,2014,,1515137,40313,0.042,6,0.64,969997,Jharkhand
,Unknown,Unknown,266,,Nishikant Dubey,Radhey Shyam Dubey,Bharatiya Janta Party,Godda,"Communist party worker, political activist (no record of holding or contesting any formal political office)",Father,Jharkhand,Bihar,GEN,JH2014PC03,JH2014PC03,1,2014,Unknown,1590628,60682,0.058,3,0.66,1049442,Jharkhand
,"Gonda (Lok Sabha), Gaura (Assembly)",Gonda,268,,Kirti Vardhan Singh,Raja Anand Singh,Bharatiya Janta Party,Gonda,"Member of Uttar Pradesh Assembly (MLA), Member of Parliament (Lok Sabha) from Gonda, Minister of Agriculture in Uttar Pradesh Government",Father,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC59,UP2014PC59,1,2014,"MLA: 1964, 1967, 1969; MP: 1971, 1980, 1984, 1989; Minister: 2012-2017",1710827,160416,0.184,59,0.511,873732,Uttar Pradesh
,,,,,Janak Ram,,Bharatiya Janta Party,Gopalganj,,,Bihar [2000 Onwards],,SC,BR2014PC17,,0,2014,,1652767,286936,0.318,17,0.547,903583,Bihar
,,,,,Adityanath,,Bharatiya Janta Party,Gorakhpur,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC64,,0,2014,,1904498,312783,0.301,64,0.546,1040199,Uttar Pradesh
,,,,,Mallikarjun Kharge,,Indian National Congress,Gulbarga,,,Karnataka,,SC,KA2014PC05,,0,2014,,1721990,74733,0.075,5,0.579,997638,Karnataka
,"Guna, Madhya Pradesh and others",Gwalior (for Guna constituency),275,,Jyotiraditya M Scindia,Madhavrao Scindia,Indian National Congress,Guna,"Union Cabinet Minister, Member of Parliament (Lok Sabha)",Father,Madhya Pradesh [2000 Onwards],Madhya Pradesh,GEN,MP2014PC04,MP2014PC04,1,2014,1971-2001,1605619,120792,0.124,4,0.608,976629,Madhya Pradesh
,Chandragiri,Chittoor,279,,Jayadev Galla,Galla Aruna Kumari,Telugu Desam,Guntur,"MLA, Minister in Andhra Pradesh State Government",Mother,Andhra Pradesh [2014 Onwards],Andhra Pradesh,GEN,AP2014PC30,AP2014PC30,1,2014,"MLA: 1989–2014, Minister: 2004–2014",1572016,69111,0.056,30,0.792,1244926,Andhra Pradesh
,Gurdaspur (as prospective/considered candidate),Gurdaspur,281,,Vinod Khanna,Kavita Khanna,Bharatiya Janta Party,Gurdaspur,"Member of National Executive, Bharatiya Janata Party; Potential BJP candidate for Lok Sabha from Gurdaspur in 2017 and 2019",Spouse,Punjab,Punjab,GEN,PB2014PC01,PB2014PC01,1,2014,"2010-2013 (BJP National Executive); Considered for candidacy: 2017, 2019, 2024",1500337,136065,0.13,1,0.695,1042699,Punjab
,"Rewari (Assembly), Mahendragarh (Lok Sabha), others","Rewari, Mahendragarh",282,,Inderjit Singh Rao,Rao Birender Singh,Bharatiya Janta Party,Gurgaon,"Chief Minister of Haryana (1967), Union Minister for Food and Agriculture, multiple terms MLA and MP",Father,Haryana,Haryana,GEN,HR2014PC09,HR2014PC09,1,2014,"1967 (CM), various years as MLA/MP",1845623,274722,0.208,9,0.716,1320619,Haryana
,Unknown,Morena/Gwalior (regional activity),284,,Narendra Singh Tomar,Manju Singh Sikarwar,Bharatiya Janta Party,Gwalior,"Active politician (contested in panchayat/local politics; Independent, then Congress; well-known for political activity in Morena-Gwalior region)",Sister,Madhya Pradesh [2000 Onwards],Madhya Pradesh,GEN,MP2014PC03,MP2014PC03,1,2014,Reported political activity: at least 2010s–present,1877003,29699,0.03,3,0.528,990912,Madhya Pradesh
,Hajipur,Vaishali,286,,Ramvilas Paswan,Pashupati Kumar Paras,Lok Jan Shakti Party,Hajipur,"Union Minister (2021–2024), MP (Hajipur), head of RLJP",Brother,Bihar [2000 Onwards],Bihar,SC,BR2014PC21,BR2014PC21,1,2014,2021–present,1649547,225500,0.249,21,0.549,904753,Bihar
,Hamirpur (Assembly and Lok Sabha at different times),Hamirpur,291,,Anurag Singh Thakur,Prem Kumar Dhumal,Bharatiya Janta Party,Hamirpur,Chief Minister of Himachal Pradesh (BJP),Father,Himachal Pradesh,Himachal Pradesh,GEN,HP2014PC03,HP2014PC03,1,2014,"1998–2003, 2007–2012",1247699,98403,0.118,3,0.669,835205,Himachal Pradesh
,,,,,Kunwar Pushpendra Singh Chandel,,Bharatiya Janta Party,Hamirpur,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC47,,0,2014,,1737993,266788,0.274,47,0.561,975240,Uttar Pradesh
,,,,,Anshul Verma,,Bharatiya Janta Party,Hardoi,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC31,,0,2014,,1714387,81343,0.084,31,0.568,972894,Uttar Pradesh
,,,,,Ramesh Pokhriyal Nishank,,Bharatiya Janta Party,Hardwar,,,Uttarakhand,,GEN,UK2014PC05,,0,2014,,1642873,177822,0.151,5,0.716,1175692,Uttarakhand
,,,,,H.D. Devegowda,,Janata Dal (Secular),Hassan,,,Karnataka,,GEN,KA2014PC16,,0,2014,,1561336,100462,0.088,16,0.735,1147172,Karnataka
,,,,,Rajesh Kumar Diwaker,,Bharatiya Janta Party,Hathras,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC16,,0,2014,,1758927,326386,0.311,16,0.597,1049273,Uttar Pradesh
,,,,,Raju Shetty,,Swabhimani Paksha,Hatkanangle,,,Maharashtra,,GEN,MH2014PC48,,0,2014,,1630598,177810,0.15,48,0.729,1188871,Maharashtra
,Haveri (Lok Sabha); Hangal (Assembly),Haveri,306,,Udasi Shivakumar Channabasappa,Channabasappa M. Udasi,Bharatiya Janta Party,Haveri,"Member of Parliament (Lok Sabha), MLA (multiple terms), Minister in Karnataka Government",Father,Karnataka,Karnataka,GEN,KA2014PC10,KA2014PC10,1,2014,"1977-2013 (MLA, multiple terms); 2004-2009 (MP, 14th Lok Sabha)",1558749,87571,0.078,10,0.716,1115968,Karnataka
,"Hazaribagh (Lok Sabha), Bihar (Rajya Sabha)",Hazaribagh,307,,Jayant Sinha,Yashwant Sinha,Bharatiya Janta Party,Hazaribagh,"Union Minister of Finance, Union Minister of External Affairs, Member of Parliament (Lok Sabha and Rajya Sabha), Candidate for President of India",Father,Jharkhand,"Jharkhand (Lok Sabha), Bihar (Rajya Sabha)",GEN,JH2014PC14,JH2014PC14,1,2014,"1984-2014 (various terms), 2022 (Presidential Candidate)",1518831,159128,0.165,14,0.637,967152,Jharkhand
,,,,,Kristappa Nimmala,,Telugu Desam,Hindupur,,,Andhra Pradesh [2014 Onwards],,GEN,AP2014PC37,,0,2014,,1446503,97325,0.083,37,0.814,1177257,Andhra Pradesh
,Unknown,Unknown,310,,Rajeev Shankarrao Satav,Rajanitai Satav,Indian National Congress,Hingoli,"Minister of State, Maharashtra",Mother,Maharashtra,Maharashtra,GEN,MH2014PC15,MH2014PC15,1,2014,Unknown,1586194,1632,0.002,15,0.663,1051164,Maharashtra
,"Dabwali (MLA), Bikaner (MP, Lok Sabha)","Sirsa (MLA), Bikaner (MP, Lok Sabha)",312,,Dushyant Chautala,Ajay Singh Chautala,Indian National Lok Dal,Hisar,"MLA (multiple terms), MP (Lok Sabha, Rajya Sabha)",Father,Haryana,"Haryana (MLA), Rajasthan (MP, Lok Sabha)",GEN,HR2014PC04,HR2014PC04,1,2014,"MLA: 1990–1993 (Dabwali), MP: 1991–1996 (Lok Sabha, Bikaner); 1998–1999 (Rajya Sabha, Haryana)",1517606,31847,0.028,4,0.762,1155914,Haryana
,Unknown,Unknown,319,,Dr. Ratna De (NAG),Dr. Gopal Das Nag,All India Trinamool Congress,Hooghly,Labour Minister in the Congress government of West Bengal,Father,West Bengal,West Bengal,GEN,WB2014PC28,WB2014PC28,1,2014,1972-1977,1630042,189084,0.14,28,0.828,1348870,West Bengal
,,,,,Uday Pratap Singh,,Bharatiya Janta Party,Hoshangabad,,,Madhya Pradesh [2000 Onwards],,GEN,MP2014PC17,,0,2014,,1568127,389960,0.378,17,0.658,1031175,Madhya Pradesh
,,,,,Vijay Sampla,,Bharatiya Janta Party,Hoshiarpur,,,Punjab,,SC,PB2014PC05,,0,2014,,1485286,13582,0.014,5,0.647,961297,Punjab
,Howrah,Howrah,322,,Prasun Banerjee,Pradip Kumar Banerjee,All India Trinamool Congress,Howrah,"Contested election for Member of Parliament (Lok Sabha), unsuccessfully",Brother,West Bengal,West Bengal,GEN,WB2014PC25,WB2014PC25,1,2014,1991,1505099,196956,0.175,25,0.748,1125399,West Bengal
,Hyderabad,Hyderabad,323,,Asaduddin Owaisi,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,Hyderabad,"Member of Parliament (Hyderabad), President of AIMIM",Father,Telangana,Andhra Pradesh/Telangana,GEN,TG2014PC09,TG2014PC09,1,2014,"1984–2004 (Lok Sabha), 1975–2008 (AIMIM President)",1823664,202454,0.208,9,0.533,971421,Telangana
,,,,,Adv.Joice George,,Independent,Idukki,,,Kerala,,GEN,KL2014PC13,,0,2014,,1158735,50542,0.062,13,0.708,819766,Kerala
,,,,,Sumitra Mahajan (TAI),,Bharatiya Janta Party,Indore,,,Madhya Pradesh [2000 Onwards],,GEN,MP2014PC26,,0,2014,,2115303,466901,0.355,26,0.623,1316817,Madhya Pradesh
,,,,,Dr. Thokchom Meinya,,Indian National Congress,Inner Manipur,,,Manipur,,GEN,MN2014PC01,,0,2014,,855359,94674,0.148,1,0.749,640871,Manipur
,,,,,Rakesh Singh,,Bharatiya Janta Party,Jabalpur,,,Madhya Pradesh [2000 Onwards],,GEN,MP2014PC13,,0,2014,,1711683,208639,0.208,13,0.586,1002184,Madhya Pradesh
,Jadavpur,Kolkata,330,,Sugata Bose,Krishna Bose,All India Trinamool Congress,Jadavpur,"Member of Parliament, Lok Sabha",Mother,West Bengal,West Bengal,GEN,WB2014PC22,WB2014PC22,1,2014,1998-2004,1595746,125203,0.098,22,0.797,1272362,West Bengal
,,,,,Kulamani Samal,,Biju Janata Dal,Jagatsinghpur,,,Orissa,,SC,OR2014PC16,,0,2014,,1499673,276394,0.244,16,0.755,1131932,Orissa
,Tikari,Gaya,336,,Dr. Arun Kumar,Anil Kumar,Rashtriya Lok Samta Party,Jahanabad,"MLA (multiple terms), Currently MLA (HAM) as of 2025",Brother,Bihar [2000 Onwards],Bihar,GEN,BR2014PC36,BR2014PC36,1,2014,"2005, 2010, 2020-present",1423246,42340,0.052,36,0.57,811516,Bihar
,,,,,Ramcharan Bohara,,Bharatiya Janta Party,Jaipur,,,Rajasthan,,GEN,RJ2014PC07,,0,2014,,1957818,539345,0.416,7,0.662,1296806,Rajasthan
,,,,,Rajyavardhan Singh Rathore,,Bharatiya Janta Party,Jaipur Rural,,,Rajasthan,,GEN,RJ2014PC06,,0,2014,,1699462,332896,0.328,6,0.597,1013691,Rajasthan
,,,,,Rita Tarai,,Biju Janata Dal,Jajpur,,,Orissa,,SC,OR2014PC08,,0,2014,,1303733,320271,0.327,8,0.752,980435,Orissa
,Multiple (Bhogpur/Jalandhar),Jalandhar,341,,Santokh Singh Chaudhary,Master Gurbanta Singh,Indian National Congress,Jalandhar,"Punjab Agriculture Minister; Seven-time MLA; Parliamentary Secretary, British India Punjab",Father,Punjab,Punjab,SC,PB2014PC04,PB2014PC04,1,2014,Legislative office from 1937-1972,1551497,70981,0.068,4,0.671,1040762,Punjab
,,,,,Bhanu Pratap Singh Verma,,Bharatiya Janta Party,Jalaun,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC45,,0,2014,,1903332,287202,0.259,45,0.583,1109166,Uttar Pradesh
,,,,,A.T. Nana Patil,,Bharatiya Janta Party,Jalgaon,,,Maharashtra,,GEN,MH2014PC03,,0,2014,,1707933,383525,0.387,3,0.58,990332,Maharashtra
,,,,,Danve Raosaheb Dadarao,,Bharatiya Janta Party,Jalna,,,Maharashtra,,GEN,MH2014PC18,,0,2014,,1612054,206798,0.194,18,0.661,1066259,Maharashtra
,,,,,Devji Patel,,Bharatiya Janta Party,Jalore,,,Rajasthan,,GEN,RJ2014PC18,,0,2014,,1824968,381145,0.351,18,0.596,1087272,Rajasthan
,,,,,Bijoy Chandra Barman,,All India Trinamool Congress,Jalpaiguri,,,West Bengal,,SC,WB2014PC03,,0,2014,,1531469,69606,0.053,3,0.85,1302117,West Bengal
,,,,,Jugal Kishore,,Bharatiya Janta Party,Jammu,,,Jammu & Kashmir,,GEN,JK2014PC06,,0,2014,,1848155,257280,0.205,6,0.678,1253593,Jammu & Kashmir
,Khambhalia,Devbhumi Dwarka (previously Jamnagar),353,,Poonamben Hematbhai Maadam,Hematbhai Maadam,Bharatiya Janta Party,Jamnagar,"Independent MLA, Gujarat Legislative Assembly (Khambhalia)",Father,Gujarat,Gujarat,GEN,GJ2014PC12,GJ2014PC12,1,2014,1972–1990,1470952,175289,0.206,12,0.58,852643,Gujarat
,,,,,Bidyut Baran Mahato,,Bharatiya Janta Party,Jamshedpur,,,Jharkhand,,GEN,JH2014PC09,,0,2014,,1581665,99876,0.095,9,0.663,1049140,Jharkhand
,"Hajipur (Lok Sabha), Rajya Sabha (Bihar)",Vaishali,356,,Chirag Kumar Paswan,Ram Vilas Paswan,Lok Jan Shakti Party,Jamui,"Union Minister, Member of Parliament (Lok Sabha & Rajya Sabha), Founder of Lok Janshakti Party",Father,Bihar [2000 Onwards],Bihar,SC,BR2014PC40,BR2014PC40,1,2014,1977-2020,1550936,85947,0.111,40,0.5,775639,Bihar
